web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,image,image2
"1788937524-60","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Vivid Stampede","Ascendancy: Spirit Walker","Vivid Stampede","","","","","Grants Skill: Vivid Stampede","10","Gain a Vivid Wisp for every 10 metres you move, up to a maximum of 3
Expend all Vivid Wisps to trigger Vivid Stampede when you Attack","","","","","","","","","","","","Character: Huntress","","","","","Huntress","Spirit Walker","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Wildspeaker/WildspeakerVividStags.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WildspeakerVividStagsSkill.webp"
"1788937524-61","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","The Mórrigan's Guidance","Ascendancy: Spirit Walker","","","","","1","Gain 1 Vivid Wisps when Vivid Stampede ends","20","Stags deal 20% more damage per leap","20","Stags have 20% more Shock Magnitude per leap","","","","","","","","","","Character: Huntress","","","","","Huntress","Spirit Walker","","","","","","","","Magnitude","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Wildspeaker/WildspeakerVividWisps.webp",""
"1788937524-62","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Wild Protector","Ascendancy: Spirit Walker","Wild Protector","","","","","Grants Skill: Wild Protector","","","","","","","","","","","","","","Character: Huntress","","","","","Huntress","Spirit Walker","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Wildspeaker/WildspeakerWildBear.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WildspeakerBearSkill.webp"
"1788937524-63","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","The Catha's Balance","Ascendancy: Spirit Walker","","","","","60","Companions gain added Attack damage equal to 60% of your main hand Weapon's damage","","","","","","","","","","","","","","Character: Huntress","","","","","Huntress","Spirit Walker","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Wildspeaker/WildspeakerCompanionDmgWeapon.webp",""
"1788937524-64","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Primal Bounty","Ascendancy: Spirit Walker","Primal Bounty","","","","","Grants Skill: Primal Bounty","2","Dodging can expend up to 2 Owl Feathers, granting Primal Bounty 100% more
Empowerment effect per additional Feather expended","max owl feathers [3]","max owl feathers [3]","","","","","","","","","","Character: Huntress","","","","","Huntress","Spirit Walker","Empowerment","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Wildspeaker/WildspeakerOwlFeathers.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WildspeakerOwlFeathersSkill.webp"
"1788937524-65","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","The Mhacha's Gift","Ascendancy: Spirit Walker","","","","","3","Dodging can expend up to 3 Owl Feathers, granting Primal Bounty 100% more
Empowerment effect per additional Feather expended","50","Gain Owl Feathers 50% faster","consume all owl feathers on dodge [1]","consume all owl feathers on dodge [1]","","","","","","","","","","Character: Huntress","","","","","Huntress","Spirit Walker","Empowerment","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Wildspeaker/WildspeakerOwlFeatherHigherCritDmg.webp",""
"1788937524-66","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","The Natural Order","Ascendancy: Spirit Walker","","","Azmeri Spirits","","","Tame Beast can capture Unique Beasts
Can have up to one Unique Tamed Beast summoned","30","Unique Tamed Beasts have 30% increased movement speed","20","Unique Tamed Beasts are Possessed by random Azmeri Spirits, changing every 20 seconds","","","","","","","","","","Character: Huntress","","","","","Huntress","Spirit Walker","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Wildspeaker/WildspeakerTameBeastTargetUnique.webp",""
"1788937524-67","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Idolatry","Ascendancy: Spirit Walker","","Augment","Idol","Reservation","10","Companions deal 10% increased damage per Idol in your Equipment","-4","-4% to all Elemental Resistances per non-Idol Augment in your Equipment","2","2% increased Reservation Efficiency of Skills per Idol in your Equipment","","","","","","","","","","Character: Huntress","","","","","Huntress","Spirit Walker","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Wildspeaker/WildspeakerBonusPerSocketedTalisman.webp",""
"1788937524-68","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Sacred Unity","Ascendancy: Spirit Walker","","","Soaring Ground","","","Bear Spirit gains Embrace of the Wild","","Vivid Stags leap towards enemies","","Central Projectile of Owl Feather-Empowered Skills leaves a trail of Soaring Ground","","","","","","","","","","Character: Huntress","","","","","Huntress","Spirit Walker","Empowered","","","","","","","","","","","","","","ascendancy bear companion takes % damage before you [8]","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Wildspeaker/WildspeakerSacredWisp.webp",""
"1788937524-69","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Mystic Attunement","Ascendancy: Ritualist","","","","","25","25% increased bonuses gained from Equipped Rings and Amulets","","","","","","","","","","","","","","Character: Huntress","","","","","Huntress","","","","","Ritualist","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Primalist/PrimalistIncreasedEffectOfJewellery.webp",""
"1788937524-70","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Unfurled Finger","Ascendancy: Ritualist","","","","","","+1 Ring Slot","","","","","","","","","","","","","","Character: Huntress","","","","","Huntress","","","","","Ritualist","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Primalist/PrimalistPlusOneRingSlot.webp",""
"1788937524-71","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Intricate Sigils","Ascendancy: Ritualist","","","","","+1","+1 Charm Slots","20","20% more Charm Charges gained","","","","","","","","","","","","Character: Huntress","","","","","Huntress","","","","","Ritualist","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Primalist/PrimalistPlusOneMaxCharm.webp",""
"1788937524-72","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Mind Phylacteries","Ascendancy: Ritualist","","","","","25","Can instead consume 25% of maximum Mana to trigger Charms with insufficient charges","","","","","","","","","","","","","","Character: Huntress","","","","","Huntress","","","","","Ritualist","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Primalist/PrimalistDrainManaActivateCharms.webp",""
"1788937524-73","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Wildwood Persistence","Ascendancy: Ritualist","","","","","10","10% increased Life Recovery rate per 5% missing Unreserved Life","","","","","","","","","","","","","","Character: Huntress","","","","","Huntress","","","","","Ritualist","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Primalist/PrimalistLifeLeechFromElementalOrChaos.webp",""
"1788937524-74","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Corrupted Lifeforce","Ascendancy: Ritualist","Blood Boil","","","","","Grants Skill: Blood Boil","15","15% more Damage against Enemies affected by Blood Boils","","","","","","","","","","","","Character: Huntress","","","","","Huntress","","","","","Ritualist","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Primalist/PrimalistBloodBoils.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/PrimalistBloodBoilsSkillIcon.webp"
"1788937524-75","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","As the Whispers Demand","Ascendancy: Ritualist","Ritual Sacrifice","","","","","Grants Skill: Ritual Sacrifice","head hunt without a corpse [1]","head hunt without a corpse [1]","","","","","","","","","","","","Character: Huntress","","","","","Huntress","","","","","Ritualist","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Primalist/PrimalistStabCorpse.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/PrimalistStabCorpseSkillIcon.webp"
"1788937524-76","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Devotion to the King","Ascendancy: Ritualist","Queen's Procession","","","","","Grants Skill: Queen's Procession","","","","","","","","","","","","","","Character: Huntress","","","","","Huntress","","","","","Ritualist","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Primalist/PrimalistStabCorpseHand.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/RitualistQueenInTheMistsSkill.webp"
"1788937524-77","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Beidat's Gaze","Ascendancy: Infernalist","","","","Reserves","25","Reserves 25% of Life","6","+1 to Maximum Mana per 6 Maximum Life","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","","Infernalist","","","Witch","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Infernalist/InfernalistConvertLifeToMana.webp",""
"1788937524-78","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Beidat's Hand","Ascendancy: Infernalist","","","","Reserves","25","Reserves 25% of Life","8","+1 to Maximum Energy Shield per 8 Maximum Life","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","Energy Shield","Infernalist","","","Witch","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Infernalist/InfernalistConvertLifeToEnergyShield.webp",""
"1788937524-79","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Beidat's Will","Ascendancy: Infernalist","","","","Reserves","25","Reserves 25% of Life","25","+1 to Maximum Spirit per 25 Maximum Life","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","","Infernalist","","","Witch","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Infernalist/InfernalistConvertLifeToSpirit.webp",""
"1788937524-80","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Altered Flesh","Ascendancy: Infernalist","","","","","20","20% of Physical Damage taken as Chaos Damage","20","20% of Lightning Damage taken as Fire Damage","20","20% of Cold Damage taken as Fire Damage","","","","","","","","","","Character: Witch","","","","Physical Damage","","","","","","","Chaos Damage","","Infernalist","","","Witch","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Infernalist/MoltenFury.webp",""
"1788937524-81","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Demonic Possession","Ascendancy: Infernalist","Demon Form","","","","","Grants Skill: Demon Form","max demon form stacks [10]","max demon form stacks [10]","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","","Infernalist","","","Witch","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Infernalist/InfernalistTransformIntoDemon1.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WitchTransformDemon.webp"
"1788937524-82","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Mastered Darkness","Ascendancy: Infernalist","","","","","","Demonflame has no maximum","","","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","","Infernalist","","","Witch","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Infernalist/InfernalistTransformIntoDemon2.webp",""
"1788937524-83","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Pyromantic Pact","Ascendancy: Infernalist","","","","","","Maximum Mana is replaced by twice as much Maximum Infernal Flame
Gain Infernal Flame instead of spending Mana for Skill costs","","Take maximum Life and Energy Shield as Fire Damage when Infernal Flame reaches maximum","","Lose all Infernal Flame on reaching maximum Infernal Flame","","","","","","","","","","Character: Witch","","","","","","","","","","","","","Infernalist","","","Witch","","","","","25","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Infernalist/Fireblood.webp",""
"1788937524-84","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Bringer of Flame","Ascendancy: Infernalist","","","","","","All Damage from you and Allies in your Presence
contributes to Flammability and Ignite Magnitudes","","","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","","Infernalist","Magnitudes","","Witch","Presence","","Allies","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Infernalist/FuryManifest.webp",""
"1788937524-85","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Grinning Immolation","Ascendancy: Infernalist","","","","","15","Become Ignited when you deal a Critical Hit, taking 15% of your maximum Life and Energy Shield as Fire Damage per second","50","50% more Critical Damage Bonus","","","","","","","","","","","","Character: Witch","","","","","","","","Critical Damage Bonus","Critical Hit","","","Energy Shield","Infernalist","","","Witch","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Infernalist/ScorchTheEarth.webp",""
"1788937524-86","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Loyal Hellhound","Ascendancy: Infernalist","Summon Infernal Hound","","","","","Grants Skill: Summon Infernal Hound","number of infernal familiars allowed [1]","number of infernal familiars allowed [1]","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","","Infernalist","","","Witch","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Infernalist/InfernalFamiliar.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WitchSummonInfernalFamiliar.webp"
"1788937524-87","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Seething Body","Ascendancy: Infernalist","","","","","","Gain Elemental Archon when you cast a Spell while on High Infernal Flame","","Elemental Archon does not expire while on High Infernal Flame","","Lose Elemental Archon on reaching maximum Infernal Flame","","","","","","","","","","Character: Witch","","","","","","","","","","","","","Infernalist","","Spell","Witch","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Infernalist/InfernalistInfernalHeat.webp",""
"1788937524-88","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Gore Spike","Ascendancy: Blood Mage","","","","","1","1% increased Critical Damage Bonus per 50 current Life","","","","","","","","","","","","","","Character: Witch","","","","","","","","Critical Damage Bonus","","","","","","","","Witch","","Blood Mage","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Bloodmage/BloodMageCritDamagePerLife.webp",""
"1788937524-89","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Sunder the Flesh","Ascendancy: Blood Mage","","","","","15","Base Critical Hit Chance for Spells is 15%","","","","","","","","","","","","","","Character: Witch","","","","","","","","","Critical Hit Chance","","","","","","Spells","Witch","","Blood Mage","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Bloodmage/BloodMageHigherSpellBaseCritStrike.webp",""
"1788937524-90","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Sanguimancy","Ascendancy: Blood Mage","Life Remnants","","","","","Grants Skill: Life Remnants","","Skills gain a Base Life Cost equal to Base Mana Cost","life remnants gain per globe [1]","life remnants gain per globe [1]","","","","","","","","","","Character: Witch","","","","","","","","","","","","","","","","Witch","","Blood Mage","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Bloodmage/BloodMageLeaveBloodOrbs.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/BloodChannel.webp"
"1788937524-91","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Blood Barbs","Ascendancy: Blood Mage","","Aggravated","","","","Elemental Damage also Contributes to Bleeding Magnitude","","Bleeding you inflict on Cursed targets is Aggravated","","","","","","","","","","","","Character: Witch","","","Elemental Damage","","","","","","","","","","","Magnitude","","Witch","","Blood Mage","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Bloodmage/BloodPhysicalDamageExtraGore.webp",""
"1788937524-92","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Whispers of the Flesh","Ascendancy: Blood Mage","","","","Reserved","100","Targets Cursed by you have 100% reduced Life Regeneration Rate","15","Targets Cursed by you have at least 15% of Life Reserved","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","","","","","Witch","","Blood Mage","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Bloodmage/BloodMageCurseInfiniteDuration.webp",""
"1788937524-93","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Vitality Siphon","Ascendancy: Blood Mage","","","","","20","20% of Spell Damage Leeched as Life","","","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","","","","Spell","Witch","","Blood Mage","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Bloodmage/BloodMageDamageLeechedLife.webp",""
"1788937524-94","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Grasping Wounds","Ascendancy: Blood Mage","","","","","25","25% of Life Loss from Hits is prevented, then that much Life is lost over 4 seconds instead","","","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","","","","","Witch","","Blood Mage","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Bloodmage/BloodMageLifeLoss.webp",""
"1788937524-95","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Crimson Power","Ascendancy: Blood Mage","","","","","100","Gain additional maximum Life equal to 100% of the Item Energy Shield on Equipped Body Armour","","","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","","","","","Witch","","Blood Mage","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Bloodmage/BloodMageGainLifeEnergyShield.webp",""
"1788937524-96","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Sanguine Tides","Ascendancy: Blood Mage","","","Gain","","","Flasks do not recover Life","1","Gain 1 Life Flask Charges per 2% Life spent","40","On Hitting an Enemy while a Life Flask is at full Charges, 40% of its Charges are consumed
Gain 1% of damage as Physical damage for 5 seconds per Charge consumed this way","","","","","","","","","","Character: Witch","","","","Physical","","","","","","","","","","","","Witch","","Blood Mage","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Bloodmage/BloodMageSaguineTides.webp",""
"1788937524-97","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Crystalline Phylactery","Ascendancy: Lich","","","","","","Can Socket a non-Unique Basic Jewel into the Phylactery","100","100% increased Effect of bonuses gained from Socketed Jewel","50","50% more Mana Cost of Skills if you have no Energy Shield","","","","","","","","","","Character: Witch","","","","","","","","","","","","Energy Shield","","","","Witch","","","","Lich","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/MasteryBlank.webp",""
"1788937524-98","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Rupture the Soul","Ascendancy: Lich","","","","","33","Cursed Enemies killed by you, or by Allies in your Presence, have a 33% chance to explode, dealing a quarter of their maximum Life as Chaos damage","","","","","","","","","","","","","","Character: Witch","","","","","","","","","","","Chaos","","","","","Witch","Presence","","Allies","Lich","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Lich/LichCursedEnemiesExplodeChaos.webp",""
"1788937524-99","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Necromantic Conduit","Ascendancy: Lich","","","","","","While you are not on Low Mana, you and Allies in your Presence have Unholy Might","5","Lose 5% of maximum Mana per Second","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","","","","","Witch","Presence","","Allies","Lich","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Lich/LichUnholyMight.webp",""
"1788937524-100","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Blackened Heart","Ascendancy: Lich","","","","","4","4% increased Magnitude of Unholy Might Buffs you grant per 100 maximum Mana","","","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","","","Magnitude","","Witch","","","","Lich","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Lich/LichImprovedUnholyMight.webp",""
"1788937524-101","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Soulless Form","Ascendancy: Lich","","","","","10","10% of Damage taken bypasses Energy Shield","","No inherent Mana Regeneration","6","Regenerate Mana equal to 6% of maximum Life per second","","","","","","","","","","Character: Witch","","","","","","","","","","","","Energy Shield","","","","Witch","","","","Lich","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Lich/LichManaRegenBasedOnMaxLife.webp",""
"1788937524-102","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Eternal Life","Ascendancy: Lich","","","","","","Your Life cannot change while you have Energy Shield","","","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","Energy Shield","","","","Witch","","","","Lich","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Lich/LichLifeCannotChangeWhileES.webp",""
"1788937524-103","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Price of Power","Ascendancy: Lich","","","","","40","Spells consume a Power Charge if able to deal 40% more Damage","","","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","","","","Spells","Witch","","","","Lich","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Lich/LichSpellsConsumePowerCharges.webp",""
"1788937524-104","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Eldritch Empowerment","Ascendancy: Lich","","Spell","","","","Sacrificing Energy Shield does not interrupt Recharge","5","Sacrifice 5% of maximum Energy Shield when you Cast a Spell
Spells for which this Sacrifice was fully made deal 30% more Damage","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","Energy Shield","","","Spell","Witch","","","","Lich","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Lich/LichSpellCostESandMoreDMG.webp",""
"1788937524-105","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Incessant Cacophony","Ascendancy: Lich","","","","","","Curses you inflict have infinite Duration","","You can apply an additional Curse","","","","","","","","","","","","Character: Witch","","","","","","","","","","","","","","","","Witch","","","","Lich","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Lich/LichApplyAdditionalCurses.webp",""
"1788937524-106","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Constant Gale","Ascendancy: Stormweaver","","","","","","You have Arcane Surge","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Stormweaver/GrantsArcaneSurge.webp",""
"1788937524-107","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Force of Will","Ascendancy: Stormweaver","","","","","20","20% of Damage is taken from Mana before Life","20","20% increased Effect of Arcane Surge on you per ten percent missing Mana","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Stormweaver/ImprovedArcaneSurge.webp",""
"1788937524-108","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Tempest Caller","Ascendancy: Stormweaver","Elemental Storm","","","","","Grants Skill: Elemental Storm","","Trigger Elemental Storm on Critical Hit with Spells","","","","","","","","","","","","Character: Sorceress","","","","","","","","","Critical Hit","","","","","","Spells","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Stormweaver/GrantsElementalStorm.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressElementalStorm.webp"
"1788937524-109","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Multiplying Squalls","Ascendancy: Stormweaver","","","","","+2","+2 to Limit for Elemental Skills","","","","","","","","","","","","","","Character: Sorceress","","","Elemental","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Stormweaver/ImprovedElementalStorm.webp",""
"1788937524-110","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Strike Twice","Ascendancy: Stormweaver","","","","","","Targets can be affected by two of your Shocks at the same time","25","25% less Magnitude of Shock you inflict","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","Magnitude","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Stormweaver/ShockAddditionalTime.webp",""
"1788937524-111","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Shaper of Storms","Ascendancy: Stormweaver","","","","","","All Damage from [HitDamage|Hits] Contributes to Shock Chance","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Stormweaver/AllDamageCanShock.webp",""
"1788937524-112","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Heavy Snows","Ascendancy: Stormweaver","","","","","","Targets can be affected by two of your Chills at the same time","35","Your Chills can Slow targets by up to a maximum of 35%","25","25% less Magnitude of Chill you inflict","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","Magnitude","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Stormweaver/ChillAddditionalTime.webp",""
"1788937524-113","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Shaper of Winter","Ascendancy: Stormweaver","","","","","","All Damage from Hits Contributes to Chill Magnitude","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Stormweaver/AllDamageCanChill.webp",""
"1788937524-114","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Storm's Recollection","Ascendancy: Stormweaver","","","","","50","Remnants can be collected from 50% further away","3","Remnants you create reappear once, 3 seconds after being collected","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Stormweaver/StormweaverRemnant2.webp",""
"1788937524-115","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Refracted Infusion","Ascendancy: Stormweaver","","","","","","When collecting an Elemental Infusion, gain another different Elemental Infusion","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Stormweaver/StormweaverRemnant1.webp",""
"1788937524-116","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Footprints in the Sand","Ascendancy: Chronomancer","Temporal Rift","","","","","Grants Skill: Temporal Rift","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Temporalist/TemporalistGrantsTemporalRiftSkill.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressTemporalistTemporalRift.webp"
"1788937524-117","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Ultimate Command","Ascendancy: Chronomancer","Time Freeze","","","","","Grants Skill: Time Freeze","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Temporalist/TemporalistGrantsTimeStopSkill.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressTemporalistTimeStop.webp"
"1788937524-118","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Inevitability","Ascendancy: Chronomancer","Inevitable Agony","","","","","Grants Skill: Inevitable Agony","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Temporalist/TemporalistSynchronisationofPain.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/TemporalistSynchronisationofPainSkill.webp"
