"UniqueItems href","w2 src","uniqueName","uniqueTypeLine","requirements","colourDefault","explicitMod","mod-value","ndash","explicitMod 2","mod-value 2","ndash 2","KeywordPopups","KeywordPopups href","explicitMod 3","KeywordPopups 2","KeywordPopups href 2","explicitMod 4","mod-value 3","KeywordPopups 3","KeywordPopups href 3","explicitMod 5","mod-value 4","KeywordPopups 4","KeywordPopups href 4","colourDefault 2","ndash 3","KeywordPopups 5","KeywordPopups href 5","mod-value 5","ndash 4","KeywordPopups 6","KeywordPopups href 6","KeywordPopups 7","KeywordPopups href 7","KeywordPopups 8","KeywordPopups href 8","implicitMod","colourDefault 3"
"https://poe2db.tw/us/The_Sunken_Vessel","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/TheSunkenVessel.webp","The Sunken Vessel","Knight Armour","Requires:  , ,","Level 45","% increased  and","(120180)","—","to maximum Life","+(80120)","—","Armour","https://poe2db.tw/us/Armour","% reduced Life Recovery rate","Evasion","https://poe2db.tw/us/Evasion","% chance to avoid Projectiles","30","Physical","https://poe2db.tw/us/Physical_Damage","Damage of Enemies  you is","33","Hitting","https://poe2db.tw/us/Hit_Damage","41 Str","","Unlucky","https://poe2db.tw/us/Unlucky","","","Convert","https://poe2db.tw/us/Stat_Conversion","Armour","https://poe2db.tw/us/Armour","Evasion Rating","https://poe2db.tw/us/Evasion","","41 Dex"
"https://poe2db.tw/us/Lightning_Coil","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/LightningCoil.webp","Lightning Coil","Ancestral Mail","Requires:  , ,","Level 50","% increased  and","(80120)","—","to maximum Life","+(80100)","—","Armour","https://poe2db.tw/us/Armour","to","Evasion","https://poe2db.tw/us/Evasion","% to","+(2030)","Dexterity","https://poe2db.tw/us/Dexterity","% of  damage from  taken as  damage","(-40-30)","Lightning Resistance","https://poe2db.tw/us/Resistances","44 Str","—","Physical","https://poe2db.tw/us/Physical_Damage","(3050)","—","Hits","https://poe2db.tw/us/Hit_Damage","Lightning","https://poe2db.tw/us/Lightning_Damage","","","Grants Skill: Level 12","44 Dex"
"https://poe2db.tw/us/The_Coming_Calamity","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/TheComingCalamity.webp","The Coming Calamity","Heroic Armour","Requires:  , ,","Level 65","% to all","+(3040)","—","Skills deal % increased Damage","(50100)","—","Elemental","https://poe2db.tw/us/Elemental_Damage_Types","Enemies in your  have no","Resistances","https://poe2db.tw/us/Resistances","","","Herald","https://poe2db.tw/us/Herald_Skills","","","Presence","https://poe2db.tw/us/Presence","67 Str","","Elemental","https://poe2db.tw/us/Elemental_Damage_Types","","","Resistances","https://poe2db.tw/us/Resistances","","","","","Grants Skill: Level 15","67 Dex"
"https://poe2db.tw/us/Enfolding_Dawn","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/EnfoldingDawn.webp","Enfolding Dawn","Pilgrim Vestments","Requires:","Level 1","% increased  and","(50100)","—","to","+100","—","Armour","https://poe2db.tw/us/Armour","% to all","Energy Shield","https://poe2db.tw/us/Energy_Shield","Gain no inherent bonus from","+(515)","Spirit","https://poe2db.tw/us/Spirit","","","Elemental","https://poe2db.tw/us/Elemental_Damage_Types","","","Resistances","https://poe2db.tw/us/Resistances","","","Intelligence","https://poe2db.tw/us/Intelligence","","","","","",""
"https://poe2db.tw/us/Icetomb","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/Icetomb.webp","Icetomb","Mail Vestments","Requires:  , ,","Level 16","to","+(2030)","—","to","+(2030)","—","Strength","https://poe2db.tw/us/Strength","% to","Intelligence","https://poe2db.tw/us/Intelligence","Gain   equal to % of your maximum Mana","+(3040)","Cold Resistance","https://poe2db.tw/us/Resistances","","(1018)","Cold","https://poe2db.tw/us/Cold_Damage","17 Str","—","Thorns Damage","https://poe2db.tw/us/Thorns","","—","","","","","","","","17 Int"
"https://poe2db.tw/us/Reverie","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/HuskOfDreams.webp","Reverie","Shaman Mantle","Requires:  , ,","Level 28","% increased  and","(100150)","—","% to","-10","—","Armour","https://poe2db.tw/us/Armour","% to","Energy Shield","https://poe2db.tw/us/Energy_Shield","Cannot use Life Non-Unique Life  apply their Effects constantlyRecovery from Life  cannot be InstantRecovery from your Life  cannot be applied to anything other than you","+(1723)","Fire Resistance","https://poe2db.tw/us/Resistances","% less Life  Recovery","(4060)","Chaos Resistance","https://poe2db.tw/us/Resistances","26 Str","—","Flasks","https://poe2db.tw/us/Flasks","","","Flasks","https://poe2db.tw/us/Flasks","Flasks","https://poe2db.tw/us/Flasks","Flasks","https://poe2db.tw/us/Flasks","Grants Skill: Level 8","26 Int"
"https://poe2db.tw/us/Soul_Mantle","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/SoulMantle.webp","Soul Mantle","Sacrificial Mantle","Requires:  , ,","Level 36","% increased  and","(80120)","—","to","+75","","Armour","https://poe2db.tw/us/Armour","to","Energy Shield","https://poe2db.tw/us/Energy_Shield","to","+10","Spirit","https://poe2db.tw/us/Spirit","to maximum number of Summoned","+15","Strength","https://poe2db.tw/us/Strength","33 Str","","Intelligence","https://poe2db.tw/us/Intelligence","+1","","Totems","https://poe2db.tw/us/Totems","Curse","https://poe2db.tw/us/Curses","Totems","https://poe2db.tw/us/Totems","","33 Int"
"https://poe2db.tw/us/The_Mutable_Star","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/MutableStar.webp","The Mutable Star","Cleric Vestments","Requires:  , ,","Level 45","% increased  and","(100150)","—","% increased","(50100)","—","Armour","https://poe2db.tw/us/Armour","Life Regeneration per second","Energy Shield","https://poe2db.tw/us/Energy_Shield","% reduced  Duration on you","(2535)","Energy Shield Recharge Rate","https://poe2db.tw/us/Energy_Shield_Recharge_Rate","Defend against  as though you had % more  per 1% current","(3050)","Ignite","https://poe2db.tw/us/Ignite","41 Str","—","Hits","https://poe2db.tw/us/Hit_Damage","1","—","Armour","https://poe2db.tw/us/Armour","Energy Shield","https://poe2db.tw/us/Energy_Shield","Bleeding","https://poe2db.tw/us/Bleeding","","41 Int"
"https://poe2db.tw/us/Waveshaper","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/Waveshaper.webp","Waveshaper","Tideseer Mantle","Requires:  , ,","Level 51","to maximum","+(100200)","—","to","+(2040)","—","Energy Shield","https://poe2db.tw/us/Energy_Shield","% to","Spirit","https://poe2db.tw/us/Spirit","% to","+(2535)","Fire Resistance","https://poe2db.tw/us/Resistances","Increases and Reductions to Mana Regeneration Rate alsoapply to","+(2535)","Cold Resistance","https://poe2db.tw/us/Resistances","45 Str","—","Energy Shield Recharge Rate","https://poe2db.tw/us/Energy_Shield_Recharge_Rate","(3050)","—","Gain","https://poe2db.tw/us/Gaining_Stats_from_other_Stats","Armour","https://poe2db.tw/us/Armour","","","","45 Int"
"https://poe2db.tw/us/Couture_of_Crimson","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/CoutureOfCrimson.webp","Couture of Crimson","Gilded Vestments","Requires:  , ,","Level 52","% increased  and","(50100)","—","% increased maximum Life","(1015)","—","Armour","https://poe2db.tw/us/Armour","can  Maximum Life","Energy Shield","https://poe2db.tw/us/Energy_Shield","% reduced Duration of  on You","(4060)","Life Leech","https://poe2db.tw/us/Life_Leech","","","Overflow","https://poe2db.tw/us/Overflow","46 Str","—","Bleeding","https://poe2db.tw/us/Bleeding","","","","","","","","","","46 Int"
"https://poe2db.tw/us/Geofris_Sanctuary","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/GeofrisSanctuary.webp","Geofri's Sanctuary","Revered Vestments","Requires:  , ,","Level 65","% increased","(150200)","—","% to all","+(1020)","—","Armour","https://poe2db.tw/us/Armour","Your maximum  is equal to % of your","Elemental","https://poe2db.tw/us/Elemental_Damage_Types","Maximum  cannot be","(200300)","Resistances","https://poe2db.tw/us/Resistances","Regenerate  Life per second for every 10","2","Energy Shield","https://poe2db.tw/us/Energy_Shield","67 Str","—","Strength","https://poe2db.tw/us/Strength","","","Energy Shield","https://poe2db.tw/us/Energy_Shield","Converted","https://poe2db.tw/us/Stat_Conversion","Intelligence","https://poe2db.tw/us/Intelligence","% to all","67 Int"
"https://poe2db.tw/us/The_Unleashed","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/Endurfaedyr.webp","The Unleashed","Revered Vestments","Requires:  , ,","Level 65","% increased  and","(150250)","—","to  and","+(1020)","—","Armour","https://poe2db.tw/us/Armour","% of Damage taken from  bypasses  if  is below half","Energy Shield","https://poe2db.tw/us/Energy_Shield","Gain 1  on Hit with Spells, no more than once every 0.5 secondsLose all  when you  to gain that much","(1525)","Strength","https://poe2db.tw/us/Strength","","","Intelligence","https://poe2db.tw/us/Intelligence","67 Str","—","Hits","https://poe2db.tw/us/Hit_Damage","","","Energy Shield","https://poe2db.tw/us/Energy_Shield","Energy Shield","https://poe2db.tw/us/Energy_Shield","Runic Binding","https://poe2db.tw/us/Runic_Bindings","% to all","67 Int"
"https://poe2db.tw/us/Sacrosanctum","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/Sacrosanctum.webp","Sacrosanctum","Corvus Mantle","Requires:  , ,","Level 68","% increased  and","(80120)","—","to","+(2030)","—","Armour","https://poe2db.tw/us/Armour","to","Energy Shield","https://poe2db.tw/us/Energy_Shield","% to","+(2030)","Strength","https://poe2db.tw/us/Strength","% of Damage taken  as Life","+(1723)","Intelligence","https://poe2db.tw/us/Intelligence","67 Str","—","Chaos Resistance","https://poe2db.tw/us/Resistances","(1020)","—","Recouped","https://poe2db.tw/us/Recoup","Recouped","https://poe2db.tw/us/Recoup","Recouped","https://poe2db.tw/us/Recoup","to","67 Int"
"https://poe2db.tw/us/Loreweave","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/Loreweave.webp","Loreweave","Ornate Ringmail","Requires:  , ,","Level 43","Adds  to   Damage to","(14)","—","to  Rating","(812)","—","Physical","https://poe2db.tw/us/Physical_Damage","to maximum Mana","Attacks","https://poe2db.tw/us/Attacks","% increased  found","+(200300)","Accuracy","https://poe2db.tw/us/Accuracy","% to  of all Skills","+(2030)","Rarity of Items","https://poe2db.tw/us/Item_Rarity","45 Str","—","Quality","https://poe2db.tw/us/Quality","(615)","—","","","","","","","","45 Int"
"https://poe2db.tw/us/Decree_of_Loyalty","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/UnfalteringFaith.webp","Decree of Loyalty","Ancient Mail","Requires:  , ,","Level 70","% increased  and","(200300)","—","to  and","+(1525)","—","Armour","https://poe2db.tw/us/Armour","% to","Energy Shield","https://poe2db.tw/us/Energy_Shield","% of maximum Life to twice as much  per 1%   above 0%","+(15)","Strength","https://poe2db.tw/us/Strength","Defend with % of  while you have","1","Intelligence","https://poe2db.tw/us/Intelligence","67 Str","—","Maximum Chaos Resistance","https://poe2db.tw/us/Maximum_Resistances","(150200)","—","Convert","https://poe2db.tw/us/Stat_Conversion","Armour","https://poe2db.tw/us/Armour","Chaos","https://poe2db.tw/us/Chaos_Damage","","67 Int"
"https://poe2db.tw/us/Apron_of_Emiran","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/ApronOfEmiran.webp","Apron of Emiran","Hermit Garb","Requires:","Level 1","% increased  and","(3050)","—","to","+(1020)","—","Evasion","https://poe2db.tw/us/Evasion","you inflict is","Energy Shield","https://poe2db.tw/us/Energy_Shield","% reduced Duration of  on You","(4060)","Dexterity","https://poe2db.tw/us/Dexterity","","","Bleeding","https://poe2db.tw/us/Bleeding","","—","Aggravated","https://poe2db.tw/us/Aggravated_Bleeding","","","Bleeding","https://poe2db.tw/us/Bleeding","","","","","",""
"https://poe2db.tw/us/Gloomform","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/GatheringGloom.webp","Gloomform","Waxed Jacket","Requires:  , ,","Level 11","% increased  Rating","(100150)","—","to","+(1020)","—","Evasion","https://poe2db.tw/us/Evasion","% to","Dexterity","https://poe2db.tw/us/Dexterity","% reduced","+(1020)","Fire Resistance","https://poe2db.tw/us/Resistances","You have a  around you while stationary","20","Light Radius","https://poe2db.tw/us/Light_Radius","13 Dex","—","Smoke Cloud","https://poe2db.tw/us/Smoke_Clouds","","","","","","","","","","13 Int"
"https://poe2db.tw/us/Sierran_Inheritance","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/MutewindSail.webp","Sierran Inheritance","Marabout Garb","Requires:  , ,","Level 16","% increased  and","(5080)","—","% to","-15","—","Evasion","https://poe2db.tw/us/Evasion","% to","Energy Shield","https://poe2db.tw/us/Energy_Shield","% increased","+(3040)","Cold Resistance","https://poe2db.tw/us/Resistances","taken from   to Magnitude of  inflicted on you","(1530)","Lightning Resistance","https://poe2db.tw/us/Resistances","17 Dex","—","Energy Shield Recharge Rate","https://poe2db.tw/us/Energy_Shield_Recharge_Rate","","","All Damage","https://poe2db.tw/us/Damage_Types","Hits","https://poe2db.tw/us/Hit_Damage","Contributes","https://poe2db.tw/us/Damage_Contributing_to_Ailments","","17 Int"
"https://poe2db.tw/us/The_Dancing_Mirage","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/TheDancingMirage.webp","The Dancing Mirage","Wayfarer Jacket","Requires:  , ,","Level 28","% increased  and","(150200)","—","% to","+(1020)","—","Evasion","https://poe2db.tw/us/Evasion","% less Damage taken if you have not been","Energy Shield","https://poe2db.tw/us/Energy_Shield","% increased  if you have been","20","Lightning Resistance","https://poe2db.tw/us/Resistances","","100","Hit","https://poe2db.tw/us/Hit_Damage","26 Dex","","Recently","https://poe2db.tw/us/Recently","","","Evasion Rating","https://poe2db.tw/us/Evasion","Hit","https://poe2db.tw/us/Hit_Damage","Recently","https://poe2db.tw/us/Recently","","26 Int"
"https://poe2db.tw/us/Redflare_Conduit","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/RedflareConduit.webp","Redflare Conduit","Anchorite Garb","Requires:  , ,","Level 33","to maximum Mana","+(5070)","—","% to","+(2030)","—","Lightning Resistance","https://poe2db.tw/us/Resistances","% chance to gain a  on","Power Charge","https://poe2db.tw/us/Charges","Lose all  on reaching maximum","20","Hit","https://poe2db.tw/us/Hit_Damage","you when you reach maximum","","Power Charges","https://poe2db.tw/us/Charges","31 Dex","","Power Charges","https://poe2db.tw/us/Charges","","","Shocks","https://poe2db.tw/us/Shock","Power Charges","https://poe2db.tw/us/Charges","","","","31 Int"
"https://poe2db.tw/us/Zerphis_Serape","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/ZerphisSerape.webp","Zerphi's Serape","Scalper's Jacket","Requires:  , ,","Level 39","% increased  and","(6080)","—","to maximum Mana","+(4060)","—","Evasion","https://poe2db.tw/us/Evasion","% increased  Requirements","Energy Shield","https://poe2db.tw/us/Energy_Shield","% reduced Life Regeneration rate","50","Attribute","https://poe2db.tw/us/Attributes","% reduced Mana Regeneration Rate","(-3030)","Soul Eater","https://poe2db.tw/us/Soul_Eater","","—","","","(-3030)","—","","","","","","","",""
"https://poe2db.tw/us/Cospris_Will","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/CosprisWill.webp","Cospri's Will","Assassin Garb","Requires:  , ,","Level 73","% increased  and","(150200)","—","% to","+(2329)","—","Evasion","https://poe2db.tw/us/Evasion","you inflict have infinite Duration","Energy Shield","https://poe2db.tw/us/Energy_Shield","you inflict can affect  Enemies","","Chaos Resistance","https://poe2db.tw/us/Resistances","you inflict has infinite Duration","","Curses","https://poe2db.tw/us/Curses","67 Dex","","Curses","https://poe2db.tw/us/Curses","","","Hexproof","https://poe2db.tw/us/Hexproof","Withered","https://poe2db.tw/us/Withered","","","Grants Skill: Level 17","67 Int"
"https://poe2db.tw/us/Wings_of_Caelyn","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/WingsOfCaelyn.webp","Wings of Caelyn","Rusted Greathelm","Requires:","Level 1","to","+20","—","% increased  found","(515)","—","Armour","https://poe2db.tw/us/Armour","to","Rarity of Items","https://poe2db.tw/us/Item_Rarity","Gain   on","+(2030)","Dexterity","https://poe2db.tw/us/Dexterity","Every  also grants % increased","1","Rage","https://poe2db.tw/us/Rage","","","Melee","https://poe2db.tw/us/Melee","1","","Hit","https://poe2db.tw/us/Hit_Damage","Rage","https://poe2db.tw/us/Rage","Stun Threshold","https://poe2db.tw/us/Player_Stun_Threshold","",""
"https://poe2db.tw/us/Horns_of_Bynden","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/HornsOfBrynden.webp","Horns of Bynden","Rusted Greathelm","Requires:","Level 1","to","+20","—","% increased  found","(515)","—","Armour","https://poe2db.tw/us/Armour","to","Rarity of Items","https://poe2db.tw/us/Item_Rarity","Every  also grants % increased","+(2030)","Strength","https://poe2db.tw/us/Strength","Gain   on","1","Rage","https://poe2db.tw/us/Rage","","","Armour","https://poe2db.tw/us/Armour","1","","Rage","https://poe2db.tw/us/Rage","Melee","https://poe2db.tw/us/Melee","Hit","https://poe2db.tw/us/Hit_Damage","",""
"https://poe2db.tw/us/Ezomyte_Peak","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/EzomytePeak.webp","Ezomyte Peak","Soldier Greathelm","Requires:  ,","Level 12","% increased","(50100)","—","to maximum Life","+(5080)","—","Armour","https://poe2db.tw/us/Armour","Life Regeneration per second","Unwavering Stance","https://poe2db.tw/us/Unwavering_Stance","% increased Area of Effect","(36)","","","","(1020)","","","19 Str","—","","","","—","","","","","","","",""
"https://poe2db.tw/us/Black_Sun_Crest","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/BlackSunCrest.webp","Black Sun Crest","Wrapped Greathelm","Requires:  ,","Level 16","% increased","(5080)","—","% increased","(515)","—","Armour","https://poe2db.tw/us/Armour","% increased","Strength","https://poe2db.tw/us/Strength","% increased","(515)","Dexterity","https://poe2db.tw/us/Dexterity","% reduced","(515)","Intelligence","https://poe2db.tw/us/Intelligence","25 Str","—","Light Radius","https://poe2db.tw/us/Light_Radius","20","—","","","","","","","",""
"https://poe2db.tw/us/Thrillsteel","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/Thrillsteel.webp","Thrillsteel","Spired Greathelm","Requires:  ,","Level 27","","","","","","","Onslaught","https://poe2db.tw/us/Onslaught","","","","","","","","","","","","40 Str","","","","","","","","","","","","",""
"https://poe2db.tw/us/Deidbell","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/Deidbell.webp","Deidbell","Elite Greathelm","Requires:  ,","Level 33","% increased","(60100)","—","to","+(1020)","—","Armour","https://poe2db.tw/us/Armour","% increased  Speed","Strength","https://poe2db.tw/us/Strength","Explode  dealing % of their Life as  Damage","(2030)","Warcry","https://poe2db.tw/us/Warcries","Skills have % increased Area of Effect","10","Warcries","https://poe2db.tw/us/Warcries","48 Str","—","Corpses","https://poe2db.tw/us/Corpses","(2030)","—","Physical","https://poe2db.tw/us/Physical_Damage","Warcry","https://poe2db.tw/us/Warcries","","","",""
"https://poe2db.tw/us/Corona_of_the_Red_Sun","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/CoronaOfTheRedSun.webp","Corona of the Red Sun","Warrior Greathelm","Requires:  ,","Level 36","to  Rating","+(100150)","—","to maximum Life","+(6080)","—","Accuracy","https://poe2db.tw/us/Accuracy","% to","Fire Resistance","https://poe2db.tw/us/Resistances","% increased","+(2025)","Light Radius","https://poe2db.tw/us/Light_Radius","from your  causes Allies in your  to also Leech the  of Life","25","Leeching Life","https://poe2db.tw/us/Life_Leech","52 Str","—","Hits","https://poe2db.tw/us/Hit_Damage","","","Presence","https://poe2db.tw/us/Presence","same amount","https://poe2db.tw/us/Allies_Leech_the_same_amount","","","",""
"https://poe2db.tw/us/Blood_Price","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/BloodPrice.webp","Blood Price","Fierce Greathelm","Requires:  ,","Level 51","% increased","(80120)","—","Life Regeneration per second","(1015)","—","Armour","https://poe2db.tw/us/Armour","to","Stun Threshold","https://poe2db.tw/us/Player_Stun_Threshold","% increased  Area of Effect","+(100150)","Presence","https://poe2db.tw/us/Presence","Enemies in your  have at least % of Life","(3060)","Presence","https://poe2db.tw/us/Presence","73 Str","—","Reserved","https://poe2db.tw/us/Reservation","10","—","","","","","","","",""
"https://poe2db.tw/us/Innsmouth","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/Innsmouth.webp","Innsmouth","Shabby Hood","Requires:","Level 1","to  Rating","+(2030)","—","% reduced maximum Mana","25","—","Evasion","https://poe2db.tw/us/Evasion","% to","Cold Resistance","https://poe2db.tw/us/Resistances","% to","+(1020)","Chaos Resistance","https://poe2db.tw/us/Resistances","% increased Mana Regeneration Rate","+(1319)","","","","—","","","100","","","","","","","","",""
"https://poe2db.tw/us/Goldrim","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/Goldrim.webp","Goldrim","Felt Cap","Requires:  ,","Level 10","to  Rating","+(3050)","—","% increased  found","10","—","Evasion","https://poe2db.tw/us/Evasion","% to all","Rarity of Items","https://poe2db.tw/us/Item_Rarity","","+(2535)","Elemental","https://poe2db.tw/us/Elemental_Damage_Types","","","Resistances","https://poe2db.tw/us/Resistances","17 Dex","","","","","","","","","","","","",""
"https://poe2db.tw/us/Radiant_Grief","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/RadiantGrief.webp","Radiant Grief","Lace Hood","Requires:  ,","Level 16","% increased  Rating","(80100)","—","% to","+(1525)","—","Evasion","https://poe2db.tw/us/Evasion","% increased","Fire Resistance","https://poe2db.tw/us/Resistances","Enemies in your  are  as though dealt  Base  Damage","30","Light Radius","https://poe2db.tw/us/Light_Radius","","200","Presence","https://poe2db.tw/us/Presence","25 Dex","","Ignited","https://poe2db.tw/us/Ignite","","","Fire","https://poe2db.tw/us/Fire_Damage","","","","","",""
"https://poe2db.tw/us/Elevore","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/Elevore.webp","Elevore","Hunter Hood","Requires:  ,","Level 33","% increased  Rating","(5080)","—","to","+(2030)","—","Evasion","https://poe2db.tw/us/Evasion","gain  charge per Second","Dexterity","https://poe2db.tw/us/Dexterity","Slots","1","Charms","https://poe2db.tw/us/Charms","","+(12)","Charm","https://poe2db.tw/us/Charms","48 Dex","—","","","","","","","","","","","",""
"https://poe2db.tw/us/Constricting_Command","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/ConstrictingCommand.webp","Constricting Command","Viper Cap","Requires:  ,","Level 38","to maximum Life","+(80120)","—","to all","+(1015)","—","Attributes","https://poe2db.tw/us/Attributes","Life Regeneration per second","Surrounded","https://poe2db.tw/us/Surrounded","Require  fewer enemies to be","(812)","","","","(24)","","","54 Dex","—","","","","—","","","","","","","",""
"https://poe2db.tw/us/The_Black_Insignia","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/TheBlackCrest.webp","The Black Insignia","Corsair Cap","Requires:  ,","Level 45","% increased  Rating","(70100)","—","% increased  found","(1020)","—","Evasion","https://poe2db.tw/us/Evasion","% to","Rarity of Items","https://poe2db.tw/us/Item_Rarity","Gain  on , no more than once per second","+(1525)","Lightning Resistance","https://poe2db.tw/us/Resistances","Lose all  when","","Tailwind","https://poe2db.tw/us/Tailwind","64 Dex","—","Critical Hit","https://poe2db.tw/us/Critical_Hits","","","Tailwind","https://poe2db.tw/us/Tailwind","Hit","https://poe2db.tw/us/Hit_Damage","","","",""
"https://poe2db.tw/us/Starkonjas_Head","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/StarkonjasHead.webp","Starkonja's Head","Leatherbound Hood","Requires:  ,","Level 50","% increased  Rating","(100200)","—","% increased  Chance","(1525)","—","Evasion","https://poe2db.tw/us/Evasion","to","Critical Hit","https://poe2db.tw/us/Critical_Hits","% increased Global  Rating when on","+(3040)","Dexterity","https://poe2db.tw/us/Dexterity","% of Damage from  is taken from your Damageable 's Life before you","150","Evasion","https://poe2db.tw/us/Evasion","71 Dex","—","Low Life","https://poe2db.tw/us/Low_Life","15","","Hits","https://poe2db.tw/us/Hit_Damage","Companion","https://poe2db.tw/us/Companions","","","",""
"https://poe2db.tw/us/Heatshiver","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/Heatshiver.webp","Heatshiver","Velvet Cap","Requires:  ,","Level 52","% increased  Rating","(5070)","—","to maximum Mana","+(60100)","—","Evasion","https://poe2db.tw/us/Evasion","% to","Fire Resistance","https://poe2db.tw/us/Resistances","% to","+(2030)","Cold Resistance","https://poe2db.tw/us/Resistances","% of  damage as Extra  damage per 1%   on enemy","+(2030)","Gain","https://poe2db.tw/us/Damage_Gained_as_extra_X","74 Dex","—","Cold","https://poe2db.tw/us/Cold_Damage","1","—","Fire","https://poe2db.tw/us/Fire_Damage","Chill","https://poe2db.tw/us/Chill","Magnitude","https://poe2db.tw/us/Buff_Debuff_Magnitude","",""
"https://poe2db.tw/us/Myris_Uxor","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/MyrisUxor.webp","Myris Uxor","Covert Hood","Requires:  ,","Level 56","% increased  Rating","(4060)","—","to  Rating","+(100150)","—","Evasion","https://poe2db.tw/us/Evasion","to maximum Mana","Accuracy","https://poe2db.tw/us/Accuracy","% increased  Threshold","+(4060)","Culling Strike","https://poe2db.tw/us/Culling_Strike","","100","","","79 Dex","—","","","","","","","","","","","",""
"https://poe2db.tw/us/Alphas_Howl","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/AlphasHowl.webp","Alpha's Howl","Armoured Cap","Requires:  ,","Level 65","% increased  Rating","(80100)","—","to","+100","—","Evasion","https://poe2db.tw/us/Evasion","% to","Spirit","https://poe2db.tw/us/Spirit","Radius is doubled","+(5075)","Cold Resistance","https://poe2db.tw/us/Resistances","","","Presence","https://poe2db.tw/us/Presence","91 Dex","","","","","","","","","","","","",""
"https://poe2db.tw/us/Crown_of_Thorns","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/CrownOfThorns.webp","Crown of Thorns","Twig Circlet","Requires:","Level 1","to maximum","+(100150)","—","Lose  Life when you use a Skill","5","—","Energy Shield","https://poe2db.tw/us/Energy_Shield","to    damage","Physical","https://poe2db.tw/us/Physical_Damage","","(35)","Thorns","https://poe2db.tw/us/Thorns","","(610)","Pain Attunement","https://poe2db.tw/us/Pain_Attunement","","—","","","","","","","","","","","",""
"https://poe2db.tw/us/The_Devouring_Diadem","https://cdn.poe2db.tw/image/Art/2DItems/Armours/Helmets/Uniques/DevouringDiadem.webp","The Devouring Diadem","Wicker Tiara","Requires:  ,","Level 10","% increased","(60100)","—","to maximum Life","+(4060)","—","Energy Shield","https://poe2db.tw/us/Energy_Shield","to","Intelligence","https://poe2db.tw/us/Intelligence","% to","+(1020)","Chaos Resistance","https://poe2db.tw/us/Resistances","Every 3 seconds, Consume a nearby Corpse to Recover % of maximum Life","+(1319)","","","17 Int","—","","","20","—","","","","","","","",""
