web_scraper_order,web_scraper_start_url,name,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,name15,name16,name17,name18,name19,name20,name21,name22,name23,name24,name25,name26,name27,name28,name29,name30,name31,image,parsed_tags,category
1788936683-87,https://poe2db.tw/us/Gem#SupportGems,Urgent Totems I,"Urgent Totems I (2)Support, Totem","Support, Totem",Support,,,,,,Totem,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/TotemPlacementSpeedSupport.webp,,Other
1788936683-88,https://poe2db.tw/us/Gem#SupportGems,Vanguard II,Vanguard II (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/GuardonStunSupport.webp,,Other
1788936683-89,https://poe2db.tw/us/Gem#SupportGems,Volcanic Eruption,"Volcanic Eruption (2)Support, Attack, AoE, Melee, Strike, Projectile, Trigger, Fire","Support, Attack, AoE, Melee, Strike, Projectile, Trigger, Fire",Support,,,,,,,,,Projectile,Fire,Strike,,,,Melee,,Attack,,,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/VolcanicEruptionSupport.webp,,Other
1788936683-90,https://poe2db.tw/us/Gem#SupportGems,Armour Break II,"Armour Break II (3)Support, Physical","Support, Physical",Support,,,,,,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ArmourBreakSupport.webp,,Other
1788936683-91,https://poe2db.tw/us/Gem#SupportGems,Armour Demolisher II,Armour Demolisher II (3)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/IncreasedArmourBreakSupport.webp,,Other
1788936683-92,https://poe2db.tw/us/Gem#SupportGems,Barbs I,"Barbs I (3)Support, Attack, Melee, Strike","Support, Attack, Melee, Strike",Support,,,,,,,,,,,Strike,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BarbsSupport.webp,,Other
1788936683-93,https://poe2db.tw/us/Gem#SupportGems,Behead II,"Behead II (3)Support, Attack, Melee, Strike","Support, Attack, Melee, Strike",Support,,,,,,,,,,,Strike,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BeheadSupport.webp,,Other
1788936683-94,https://poe2db.tw/us/Gem#SupportGems,Bleed II,"Bleed II (3)Support, Physical","Support, Physical",Support,,,,,,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChanceToBleedSupport.webp,,Other
1788936683-95,https://poe2db.tw/us/Gem#SupportGems,Branching Fissures I,Branching Fissures I (3)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BranchingFissuresSupport.webp,,Other
1788936683-96,https://poe2db.tw/us/Gem#SupportGems,Brink II,"Brink II (3)Support, Attack, Melee","Support, Attack, Melee",Support,,,,,,,,,,,,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BrinkSupport.webp,,Other
1788936683-97,https://poe2db.tw/us/Gem#SupportGems,Cannibalism I,"Cannibalism I (3)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CannibalismSupport.webp,,Other
1788936683-98,https://poe2db.tw/us/Gem#SupportGems,Clash,"Clash (3)Support, Attack, Melee","Support, Attack, Melee",Support,,,,,,,,,,,,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ClashSupport.webp,,Other
1788936683-99,https://poe2db.tw/us/Gem#SupportGems,Compressed Duration II,"Compressed Duration II (3)Support, Duration","Support, Duration",Support,,,,,,,,,,,,,,,,,,,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LessDurationSupport.webp,,Other
1788936683-100,https://poe2db.tw/us/Gem#SupportGems,Cool Headed,"Cool Headed (3)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CoolHeadedSupport.webp,,Other
1788936683-101,https://poe2db.tw/us/Gem#SupportGems,Corrupting Cry I,"Corrupting Cry I (3)Support, Warcry, Trigger, Physical, Duration","Support, Warcry, Trigger, Physical, Duration",Support,,,,,,,Warcry,,,,,Physical,,,,,,,,Trigger,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CorruptingCrySupport.webp,,Other
1788936683-102,https://poe2db.tw/us/Gem#SupportGems,Deadly Resolve,"Deadly Resolve (3)Support, Attack, AoE, Trigger, Physical, Channelling, Staged","Support, Attack, AoE, Trigger, Physical, Channelling, Staged",Support,,,,,,,,Channelling,,,,Physical,,,,,Attack,,,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DangerousResolveSupport.webp,,Other
1788936683-103,https://poe2db.tw/us/Gem#SupportGems,Searing Flame I,"Searing Flame I (3)Support, Fire","Support, Fire",Support,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SearingFlameSupport.webp,,Ring
1788936683-104,https://poe2db.tw/us/Gem#SupportGems,Deep Cuts I,"Deep Cuts I (3)Support, Physical","Support, Physical",Support,,,,,,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DeepCutsSupport.webp,,Other
1788936683-105,https://poe2db.tw/us/Gem#SupportGems,Fist of War II,"Fist of War II (3)Support, Attack, Melee, Slam","Support, Attack, Melee, Slam",Support,,,,,,,,,,,,,,,Melee,,Attack,,,,,,,,,Slam,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FistOfWarSupport.webp,,Other
1788936683-106,https://poe2db.tw/us/Gem#SupportGems,Haemocrystals,"Haemocrystals (3)Support, Attack, AoE, Trigger, Physical","Support, Attack, AoE, Trigger, Physical",Support,,,,,,,,,,,,Physical,,,,,Attack,,,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/HaemocrystalsSupport.webp,,Other
1788936683-107,https://poe2db.tw/us/Gem#SupportGems,Eternal Flame II,"Eternal Flame II (3)Support, Fire","Support, Fire",Support,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/EternalFlameSupport.webp,,Other
1788936683-108,https://poe2db.tw/us/Gem#SupportGems,Ignite II,"Ignite II (3)Support, Fire","Support, Fire",Support,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/IgnitionSupport.webp,,Other
1788936683-109,https://poe2db.tw/us/Gem#SupportGems,Immolate,"Immolate (3)Support, Fire, Payoff","Support, Fire, Payoff",Support,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,Payoff,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ImmolationSupport.webp,,Other
1788936683-110,https://poe2db.tw/us/Gem#SupportGems,Knockback,Knockback (3)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/KnockbackSupport.webp,,Other
1788936683-111,https://poe2db.tw/us/Gem#SupportGems,Life Leech II,"Life Leech II (3)Support, Attack, Physical","Support, Attack, Physical",Support,,,,,,,,,,,,Physical,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LifeLeechSupport.webp,,Other
1788936683-112,https://poe2db.tw/us/Gem#SupportGems,Meat Shield II,"Meat Shield II (3)Support, Minion","Support, Minion",Support,,,,,,,,,,,,,,Minion,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MeatShield.webp,,Shield
1788936683-113,https://poe2db.tw/us/Gem#SupportGems,Persistent Ground II,Persistent Ground II (3)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DomainSupport.webp,,Other
1788936683-114,https://poe2db.tw/us/Gem#SupportGems,Prolonged Duration II,"Prolonged Duration II (3)Support, Duration","Support, Duration",Support,,,,,,,,,,,,,,,,,,,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MoreDurationSupport.webp,,Other
1788936683-115,https://poe2db.tw/us/Gem#SupportGems,Quill Burst,"Quill Burst (3)Support, Attack, AoE, Melee, Trigger, Physical","Support, Attack, AoE, Melee, Trigger, Physical",Support,,,,,,,,,,,,Physical,,,Melee,,Attack,,,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SpikedGauntletsSupport.webp,,Other
1788936683-116,https://poe2db.tw/us/Gem#SupportGems,Refraction II,"Refraction II (3)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/TemperedValourSupport.webp,,Other
1788936683-117,https://poe2db.tw/us/Gem#SupportGems,Reinforced Totems I,"Reinforced Totems I (3)Support, Totem","Support, Totem",Support,,,,,,Totem,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/IronwoodSupport.webp,,Other
1788936683-118,https://poe2db.tw/us/Gem#SupportGems,Remnant Potency II,"Remnant Potency II (3)Support, Remnant","Support, Remnant",Support,,,,,,,,,,,,,,,,,,,,,,,Remnant,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/InterludeSupport.webp,,Other
1788936683-119,https://poe2db.tw/us/Gem#SupportGems,Rending Apex,"Rending Apex (3)Support, Attack, Melee, Strike","Support, Attack, Melee, Strike",Support,,,,,,,,,,,Strike,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ApexBoostSupport.webp,,Other
1788936683-120,https://poe2db.tw/us/Gem#SupportGems,Rip,"Rip (3)Support, Attack, Melee, Physical, Duration, Remnant","Support, Attack, Melee, Physical, Duration, Remnant",Support,,,,,,,,,,,,Physical,,,Melee,,Attack,,,,,Duration,Remnant,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RipSupport.webp,,Other
1788936683-121,https://poe2db.tw/us/Gem#SupportGems,Rupture,"Rupture (3)Support, Physical","Support, Physical",Support,,,,,,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RuptureSupport.webp,,Other
1788936683-122,https://poe2db.tw/us/Gem#SupportGems,Splinter Totem I,"Splinter Totem I (3)Support, Totem","Support, Totem",Support,,,,,,Totem,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SplinterTotemSupport.webp,,Other
1788936683-123,https://poe2db.tw/us/Gem#SupportGems,Steadfast II,"Steadfast II (3)Support, Channelling","Support, Channelling",Support,,,,,,,,Channelling,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChannellingAilmentThresholdSupport.webp,,Other
1788936683-124,https://poe2db.tw/us/Gem#SupportGems,Stoicism I,Stoicism I (3)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/NoFearSupport.webp,,Other
1788936683-125,https://poe2db.tw/us/Gem#SupportGems,Tear,"Tear (3)Support, Attack, Melee, Physical","Support, Attack, Melee, Physical",Support,,,,,,,,,,,,Physical,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/TearSupport.webp,,Other
1788936683-126,https://poe2db.tw/us/Gem#SupportGems,Urgent Totems II,"Urgent Totems II (3)Support, Totem","Support, Totem",Support,,,,,,Totem,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/TotemPlacementSpeedSupport.webp,,Other
1788936683-127,https://poe2db.tw/us/Gem#SupportGems,Aftershock II,"Aftershock II (4)Support, Attack, Melee, Slam","Support, Attack, Melee, Slam",Support,,,,,,,,,,,,,,,Melee,,Attack,,,,,,,,,Slam,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AftershockSupport.webp,,Other
1788936683-128,https://poe2db.tw/us/Gem#SupportGems,Ancestral Call I,"Ancestral Call I (4)Support, Attack, Melee, Strike","Support, Attack, Melee, Strike",Support,,,,,,,,,,,Strike,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AncestralCallSupport.webp,,Other
1788936683-129,https://poe2db.tw/us/Gem#SupportGems,Armour Break III,"Armour Break III (4)Support, Physical","Support, Physical",Support,,,,,,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ArmourBreakSupport.webp,,Other
1788936683-130,https://poe2db.tw/us/Gem#SupportGems,Cannibalism II,"Cannibalism II (4)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CannibalismSupport.webp,,Other
1788936683-131,https://poe2db.tw/us/Gem#SupportGems,Concoct II,Concoct II (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ConcoctSupport.webp,,Other
1788936683-132,https://poe2db.tw/us/Gem#SupportGems,Searing Flame II,"Searing Flame II (4)Support, Fire","Support, Fire",Support,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SearingFlameSupport.webp,,Ring
1788936683-133,https://poe2db.tw/us/Gem#SupportGems,Direstrike II,"Direstrike II (4)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DireStrikeSupport.webp,,Other
1788936683-134,https://poe2db.tw/us/Gem#SupportGems,Echoing Cry,"Echoing Cry (4)Support, Warcry, AoE, Conditional","Support, Warcry, AoE, Conditional",Support,,,,Conditional,,,Warcry,,,,,,,,,,,,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/EchoingCrySupport.webp,,Other
1788936683-135,https://poe2db.tw/us/Gem#SupportGems,Efficiency II,Efficiency II (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/Inspiration.webp,,Other
1788936683-136,https://poe2db.tw/us/Gem#SupportGems,Enraged Warcry I,"Enraged Warcry I (4)Support, Warcry","Support, Warcry",Support,,,,,,,Warcry,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/EnragedWarcrySupport.webp,,Other
1788936683-137,https://poe2db.tw/us/Gem#SupportGems,Execute II,Execute II (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExecuteSupport.webp,,Other
1788936683-138,https://poe2db.tw/us/Gem#SupportGems,Exposing Cry,"Exposing Cry (4)Support, Warcry, Duration","Support, Warcry, Duration",Support,,,,,,,Warcry,,,,,,,,,,,,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExpositionSupport.webp,,Other
1788936683-139,https://poe2db.tw/us/Gem#SupportGems,Fan The Flames II,"Fan The Flames II (4)Support, Attack, AoE, Trigger, Fire","Support, Attack, AoE, Trigger, Fire",Support,,,,,,,,,,Fire,,,,,,,Attack,,,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FanTheFlames.webp,,Other
1788936683-140,https://poe2db.tw/us/Gem#SupportGems,Fire Exposure,"Fire Exposure (4)Support, Fire, Duration","Support, Fire, Duration",Support,,,,,,,,,,Fire,,,,,,,,,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FireExposureSupport.webp,fire,Other
1788936683-141,https://poe2db.tw/us/Gem#SupportGems,Fresh Clip II,Fresh Clip II (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DamagePerBoltReloadedRecentlySupport.webp,,Other
1788936683-142,https://poe2db.tw/us/Gem#SupportGems,Hardy Totems II,"Hardy Totems II (4)Support, Totem","Support, Totem",Support,,,,,,Totem,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MoreTotemLifeSupport.webp,,Other
1788936683-143,https://poe2db.tw/us/Gem#SupportGems,Enduring Impact II,Enduring Impact II (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/EnduranceOnHeavyStunSupport.webp,,Ring
1788936683-144,https://poe2db.tw/us/Gem#SupportGems,Herbalism II,"Herbalism II (4)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/HerbalismSupport.webp,,Other
1788936683-145,https://poe2db.tw/us/Gem#SupportGems,Eternal Flame III,"Eternal Flame III (4)Support, Fire","Support, Fire",Support,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/EternalFlameSupport.webp,,Other
1788936683-146,https://poe2db.tw/us/Gem#SupportGems,Incision,"Incision (4)Support, Attack, Physical","Support, Attack, Physical",Support,,,,,,,,,,,,Physical,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/IncisionSupport.webp,,Other
1788936683-147,https://poe2db.tw/us/Gem#SupportGems,Long Fuse I,Long Fuse I (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LongFuseSupport.webp,,Other
1788936683-148,https://poe2db.tw/us/Gem#SupportGems,Mark for Death II,"Mark for Death II (4)Support, Mark, Physical","Support, Mark, Physical",Support,,,,,,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SingleOutSupport.webp,,Other
1788936683-149,https://poe2db.tw/us/Gem#SupportGems,Heavy Swing,"Heavy Swing (4)Support, Attack, Melee, Physical","Support, Attack, Melee, Physical",Support,,,,,,,,,,,,Physical,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MeleePhysicalDamageSupport.webp,,Other
1788936683-150,https://poe2db.tw/us/Gem#SupportGems,Rage II,"Rage II (4)Support, Attack, Melee","Support, Attack, Melee",Support,,,,,,,,,,,,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RageSupport.webp,,Other
1788936683-151,https://poe2db.tw/us/Gem#SupportGems,Rageforged I,Rageforged I (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RageforgedSupport.webp,,Other
1788936683-152,https://poe2db.tw/us/Gem#SupportGems,Remnant Potency III,"Remnant Potency III (4)Support, Remnant","Support, Remnant",Support,,,,,,,,,,,,,,,,,,,,,,,Remnant,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/InterludeSupport.webp,,Other
1788936683-153,https://poe2db.tw/us/Gem#SupportGems,Retaliate II,"Retaliate II (4)Support, Attack, Melee","Support, Attack, Melee",Support,,,,,,,,,,,,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SteelyNerveSupport.webp,,Other
1788936683-154,https://poe2db.tw/us/Gem#SupportGems,Short Fuse II,Short Fuse II (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExpediteSupport.webp,,Other
1788936683-155,https://poe2db.tw/us/Gem#SupportGems,Skittering Stone II,"Skittering Stone II (4)Support, Minion, Trigger, Physical, Duration","Support, Minion, Trigger, Physical, Duration",Support,,,,,,,,,,,,Physical,,Minion,,,,,,Trigger,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SkitteringStone.webp,,Ring
1788936683-156,https://poe2db.tw/us/Gem#SupportGems,Stun II,Stun II (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/OverpowerSupport.webp,,Other
1788936683-157,https://poe2db.tw/us/Gem#SupportGems,Syzygy,"Syzygy (4)Support, Attack, Melee, Slam, Fire","Support, Attack, Melee, Slam, Fire",Support,,,,,,,,,,Fire,,,,,Melee,,Attack,,,,,,,,,Slam,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SyzygySupport.webp,,Other
1788936683-158,https://poe2db.tw/us/Gem#SupportGems,Thornskin II,"Thornskin II (4)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ThornskinSupport.webp,,Other
1788936683-159,https://poe2db.tw/us/Gem#SupportGems,Urgent Totems III,"Urgent Totems III (4)Support, Totem","Support, Totem",Support,,,,,,Totem,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/TotemPlacementSpeedSupport.webp,,Other
1788936683-160,https://poe2db.tw/us/Gem#SupportGems,Vitality II,"Vitality II (4)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/VitalitySupport.webp,,Other
1788936683-161,https://poe2db.tw/us/Gem#SupportGems,Ancestral Call II,"Ancestral Call II (5)Support, Attack, Melee, Strike","Support, Attack, Melee, Strike",Support,,,,,,,,,,,Strike,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AncestralCallSupport.webp,,Other
1788936683-162,https://poe2db.tw/us/Gem#SupportGems,Barbs III,"Barbs III (5)Support, Attack, Melee, Strike","Support, Attack, Melee, Strike",Support,,,,,,,,,,,Strike,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BarbsSupport.webp,,Other
1788936683-163,https://poe2db.tw/us/Gem#SupportGems,Barbs II,"Barbs II (5)Support, Attack, Melee, Strike","Support, Attack, Melee, Strike",Support,,,,,,,,,,,Strike,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BarbsSupport.webp,,Other
1788936683-164,https://poe2db.tw/us/Gem#SupportGems,Bleed IV,"Bleed IV (5)Support, Physical","Support, Physical",Support,,,,,,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChanceToBleedSupport.webp,,Other
1788936683-165,https://poe2db.tw/us/Gem#SupportGems,Bleed III,"Bleed III (5)Support, Physical","Support, Physical",Support,,,,,,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChanceToBleedSupport.webp,,Other
1788936683-166,https://poe2db.tw/us/Gem#SupportGems,Brambleslam,"Brambleslam (5)Support, Attack, AoE, Melee, Slam, Trigger, Physical, Hazard, Plant","Support, Attack, AoE, Melee, Slam, Trigger, Physical, Hazard, Plant",Support,,,,,,,,,,,,Physical,,,Melee,,Attack,,,Trigger,AoE,,,,,Slam,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BriarpatchSupport.webp,,Other
1788936683-167,https://poe2db.tw/us/Gem#SupportGems,Branching Fissures II,Branching Fissures II (5)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BranchingFissuresSupport.webp,,Other
1788936683-168,https://poe2db.tw/us/Gem#SupportGems,Brutality III,"Brutality III (5)Support, Physical","Support, Physical",Support,,,,,,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BrutalitySupport.webp,,Other
1788936683-169,https://poe2db.tw/us/Gem#SupportGems,Corrupting Cry II,"Corrupting Cry II (5)Support, Warcry, Trigger, Physical, Duration","Support, Warcry, Trigger, Physical, Duration",Support,,,,,,,Warcry,,,,,Physical,,,,,,,,Trigger,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CorruptingCrySupport.webp,,Other
1788936683-170,https://poe2db.tw/us/Gem#SupportGems,Deep Cuts II,"Deep Cuts II (5)Support, Physical","Support, Physical",Support,,,,,,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DeepCutsSupport.webp,,Other
1788936683-171,https://poe2db.tw/us/Gem#SupportGems,Defy II,"Defy II (5)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DefySupport.webp,,Other
1788936683-172,https://poe2db.tw/us/Gem#SupportGems,Double Barrel III,"Double Barrel III (5)Support, Ammunition, Projectile","Support, Ammunition, Projectile",Support,Ammunition,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DoubleBarrelSupport.webp,,Other
1788936683-173,https://poe2db.tw/us/Gem#SupportGems,Elemental Armament III,"Elemental Armament III (5)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/WeaponElementalDamageSupport.webp,,Other
1788936683-174,https://poe2db.tw/us/Gem#SupportGems,Enraged Warcry II,"Enraged Warcry II (5)Support, Warcry","Support, Warcry",Support,,,,,,,Warcry,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/EnragedWarcrySupport.webp,,Other
1788936683-175,https://poe2db.tw/us/Gem#SupportGems,Execute III,Execute III (5)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExecuteSupport.webp,,Other
